gene_id,PC2
-21.12160837272627,22.10032163905348
66.08597312398648,-102.31145688427098
3.062832524293322,43.13907350759989
41.99397252832536,27.323053110752
53.37404581651631,-1.8886380964600595
4.387878846541856,13.60754582270799
-12.299422343082956,49.83561098366404
60.21396613996468,-11.201668818709422
36.11079300948942,40.94976970166008
-31.419064812296423,-16.49593204613967
71.45276734802599,-47.51885531367824
-18.11486700304798,-27.554130104604663
21.757981380868216,-9.349127469963149
-59.38986230861495,17.26762334229477
72.36428251402799,-10.385617171220067
22.46102864338986,-33.61479747407726
29.78457585675357,-16.210732792108338
52.78880830492904,-50.60930402845288
90.46198464861487,29.535212567622043
11.39157065371504,22.28756455547534
-21.18900615310367,-19.54794972111185
-6.6132210182493685,-35.73976341944535
31.5329998184592,-17.043190728913814
33.7541224105417,45.36835826567586
-5.847967744194062,-20.82524872447803
-7.092981166208862,24.239046143057184
18.413074261620217,-42.37342111859893
-31.29037909685604,8.19631966104828
6.593207906665139,47.596164854579165
-12.357300889581062,25.8528968638964
15.786397849500457,-10.352953900601753
36.10631558824442,-20.46128365167509
17.35006426057504,-32.6536285192741
54.63811843621125,29.77807982078583
36.98068834035131,-101.1796853359276
24.49044961368964,-26.168011852583348
94.6321647478396,-88.13565487991777
-2.4089484210602774,-58.34132389441292
-2.798749575451108,-44.94996484006002
-17.169878755778,-37.05414880213327
28.828919174260584,-34.18016681018238
4.1720386494094495,40.31314763692637
20.963055651156857,-21.835885846380734
-21.691269998039992,-3.6152406465220888
59.172330762591,43.16367528121667
12.11222404282806,48.01782940586217
13.315392123990762,-43.09434153923481
14.809179734405754,-15.34112098359645
12.043959315675982,30.3267630089472
10.974766271215046,50.03425708596724
13.090149502631675,-6.126685655123777
63.22259509518173,-96.83520725419892
33.57265459835564,-22.77089874217619
17.184472463096313,40.13328151446888
5.794725494407381,13.12397290754122
7.12394203172183,-26.39454048378732
31.126899978044197,18.788909535332216
-33.898990716132055,5.513613398974788
12.316971688633169,-73.62523011490809
-26.536531403652976,-18.539793677979635
-5.655869411509727,-17.28271417131912
14.920114432757664,-63.05976805029089
8.261696195582068,24.24800689920299
41.62038572129096,3.5765319976786776
8.50827200476548,26.0149442207036
-19.342065004320567,-61.40366486166392
62.07088013209737,53.35481182759373
-6.247862203987406,11.451860595560923
45.399314903553964,17.35357046561402
42.78498464277588,-35.61861764680372
12.514192368546382,23.937170811600957
-25.867201075055423,-59.36352162357562
56.95268168113993,10.099227276539429
1.8847706317930857,-84.7425985932182
61.43578015494865,-9.04564597009675
47.43385626341672,12.92485731389766
-21.883514289077475,-13.9229132262895
46.88052729100708,-21.9308737884812
-34.653047996321376,-7.829892447290985
-43.27747723244155,3.9969300496235705
22.32041500163877,26.48116456792706
-13.621778187659812,-26.014629963539388
-26.66090643130444,15.654012659380037
-44.12837525607566,-1.371274565399322
26.031207322642533,-12.952498059194673
-47.16445129879847,-9.132579457342358
43.435527438496905,-7.401702466666204
55.48168610474791,20.935619972144604
16.87744634818327,24.90897906152494
93.62828309776845,71.53889736120398
10.939572796213684,55.08216606362037
-30.80771558319619,-11.660242839345855
-18.90866521171683,26.914224691867357
-35.722903323818215,-36.98822906492765
-43.035753717049175,4.062734573298271
-22.19535939835282,20.48599673328022
6.268703268968348,13.071224460167532
-31.172285546673866,-1.1613146380309551
-6.600844208609341,-84.9723550500744
-15.4417788286532,-48.21366952841347
-15.944222097735295,35.169982458368395
-17.614263159160355,25.678682964010665
-76.81559030329366,1.6037975982296209
-71.21459916705444,7.762686215147145
-71.2086742618603,-8.182242723227205
-32.92697818958154,3.271475203960005
56.72371562827852,45.12898329074735
10.299698197215667,30.24134309842703
-18.48282582997508,44.09576780657408
